"","Aeschylus","Diodorus","Herodotus","Hesiod","IlHomer","Lysias","OdHomer","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Sophocles",0,0,0,0,0,0,0,0,0,18,0,0,0
"Thucydides",0,0,3,0,0,2,0,1,0,0,14,1,7
"Xenophon",0,0,0,0,0,1,0,0,2,0,5,11,8
"-SUM-",0,1,5,1,7,3,1,3,5,0,11,5,42
"Aeschylus",16,0,0,0,0,0,1,0,0,2,0,0,3
"Diodorus",0,13,0,0,0,0,0,0,2,0,1,0,3
"Herodotus",0,0,12,0,0,0,0,0,1,0,1,1,3
"Hesiod",0,0,0,10,5,0,3,0,0,1,0,0,9
"IlHomer",0,0,0,0,19,0,0,0,0,0,0,0,0
"Lysias",0,0,4,0,0,12,0,0,0,0,1,0,5
"OdHomer",0,0,0,0,1,0,17,0,0,0,0,0,1
"Plutarch",0,1,0,0,0,0,0,14,0,0,0,0,1
"Polybius",0,1,0,0,0,0,0,0,15,0,0,0,1
"Sophocles",1,0,1,0,0,0,0,0,0,19,0,0,2
"Thucydides",0,0,2,0,0,1,0,2,0,0,6,1,6
"Xenophon",0,0,2,0,0,3,0,0,0,0,2,12,7
"-SUM-",1,2,9,0,6,4,4,2,3,3,5,2,41
"Aeschylus",15,0,0,0,0,0,0,0,0,2,0,0,2
"Diodorus",0,10,0,0,0,0,0,0,4,0,0,0,4
"Herodotus",0,0,14,0,0,1,0,0,1,0,0,0,2
"Hesiod",0,0,0,12,3,0,3,0,0,0,0,0,6
"IlHomer",0,0,0,0,29,0,0,0,0,0,0,0,0
"Lysias",0,0,0,0,0,11,0,0,0,0,1,0,1
"OdHomer",0,0,0,2,3,0,8,0,0,0,0,0,5
"Plutarch",0,0,1,0,0,0,0,8,2,0,0,0,3
"Polybius",0,0,0,0,0,0,0,1,20,0,0,0,1
"Sophocles",0,0,0,0,0,0,0,0,0,7,0,0,0
"Thucydides",0,1,2,0,0,1,0,1,1,0,16,1,7
"Xenophon",0,1,2,0,0,6,0,0,0,0,5,11,14
"-SUM-",0,2,5,2,6,8,3,2,8,2,6,1,45
"Aeschylus",17,0,0,0,0,0,0,0,0,3,0,0,3
"Diodorus",0,15,0,0,0,0,0,0,2,0,0,0,2
"Herodotus",0,0,11,0,0,1,0,1,0,0,1,1,4
"Hesiod",0,0,0,8,6,0,2,0,0,0,0,0,8
"IlHomer",0,0,0,0,21,0,1,0,0,0,0,0,1
"Lysias",0,0,4,0,0,11,0,0,0,0,2,1,7
"OdHomer",0,0,0,0,0,0,10,0,0,0,0,0,0
"Plutarch",0,0,1,0,0,0,0,15,0,0,0,0,1
"Polybius",0,1,1,0,0,0,0,0,13,0,0,0,2
"Sophocles",2,0,0,0,0,0,0,0,0,11,0,0,2
"Thucydides",0,0,3,0,0,0,0,2,0,0,15,0,5
"Xenophon",0,0,1,0,0,4,0,1,1,0,2,15,9
"-SUM-",2,1,10,0,6,5,3,4,3,3,5,2,44
