"","Aeschylus","Diodorus","Herodotus","Hesiod","HomerIl","HomerOd","Lysias","Plutarch","Polybius","Sophocles","Thucydides","Xenophon","-SUM-"
"Hesiod",1,0,0,29,8,2,0,0,0,1,0,0,12
"HomerIl",1,0,0,0,41,4,0,0,0,0,0,0,5
"HomerOd",0,0,0,0,9,43,0,0,0,0,0,0,9
"Lysias",0,0,6,0,0,0,23,0,3,0,4,2,15
"Plutarch",0,3,3,0,0,0,2,16,13,0,5,2,28
"Polybius",0,3,5,0,0,0,0,1,40,0,1,0,10
"Sophocles",9,0,0,1,1,0,1,0,0,42,0,0,12
"Thucydides",0,2,6,0,0,0,2,3,3,0,23,7,23
"Xenophon",0,6,7,0,0,0,8,4,7,0,8,14,40
"-SUM-",11,16,30,2,18,6,16,10,45,9,20,17,200
"Aeschylus",51,0,0,0,0,0,0,0,0,8,0,0,8
"Diodorus",0,22,0,0,0,0,0,2,12,0,0,0,14
"Herodotus",0,3,25,0,0,0,2,2,4,0,2,2,15
"Hesiod",4,0,0,29,3,2,0,0,0,0,0,1,10
"HomerIl",0,0,0,0,46,6,0,0,0,0,0,0,6
"HomerOd",0,0,0,1,5,38,0,0,0,0,0,0,6
"Lysias",0,0,7,0,0,0,27,0,6,0,4,9,26
"Plutarch",0,5,1,0,0,0,1,24,9,0,2,1,19
"Polybius",0,7,0,0,0,0,0,1,53,1,1,1,11
"Sophocles",7,0,0,0,3,0,1,0,0,36,1,0,12
"Thucydides",0,4,9,0,0,0,7,4,6,0,22,5,35
"Xenophon",0,1,7,0,0,0,5,3,4,0,0,20,20
"-SUM-",11,20,24,1,11,8,16,12,41,9,10,19,182
"Aeschylus",42,0,0,0,0,1,0,0,0,8,0,0,9
"Diodorus",0,31,1,0,0,0,0,2,12,0,0,1,16
"Herodotus",0,4,35,0,0,0,4,2,4,0,4,6,24
"Hesiod",1,0,0,29,6,3,0,0,0,2,0,0,12
"HomerIl",0,0,0,0,40,6,0,0,0,0,0,0,6
"HomerOd",0,0,0,0,6,52,0,0,0,0,0,0,6
"Lysias",0,0,6,0,0,0,30,0,6,0,7,3,22
"Plutarch",0,4,2,0,0,0,1,22,11,0,3,1,22
"Polybius",0,1,1,0,0,0,0,3,37,0,0,0,5
"Sophocles",9,0,0,0,2,0,0,0,0,43,0,0,11
"Thucydides",0,2,3,0,0,0,2,4,5,0,13,3,19
"Xenophon",0,1,7,0,0,0,15,0,5,0,6,15,34
"-SUM-",10,12,20,0,14,10,22,11,43,10,20,14,186
